,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000067829,1162.192448,1127.755515,999.9373453,1117.334049,778.1239725,860.0920583,802.965748,714.5911326
ENSG00000067836,697.7546533,733.017161,869.8686566,1138.37447,132.4198008,121.3407883,182.0851696,190.4082955
ENSG00000067840,287.6659625,248.8047805,128.4222496,174.0218193,123.5918141,160.5981022,104.4750973,118.7251725
ENSG00000067842,1.097961689,0.478470732,2.19525213,0.876684228,0,0,0,0
ENSG00000067900,1665.058901,1729.671695,1825.352146,1431.187002,2437.785476,2255.511124,1519.366415,1713.67466
ENSG00000067955,948.6388992,920.0992171,1297.394009,1034.925731,1812.25956,1638.100642,1211.911129,1266.77519
ENSG00000067992,1209.953781,1100.004212,622.9027919,515.051984,6169.501578,6366.822539,2907.392708,2747.479699
ENSG00000068001,465.5357561,460.2888439,398.9870747,547.9276426,438.8770542,410.4173722,570.1355311,676.5094735
ENSG00000068024,159.2044449,163.6369902,250.2587428,222.2394518,316.546381,281.9388905,268.6502503,244.1706378
ENSG00000068028,299.7435411,303.8289146,221.7204652,268.7037159,301.4126895,306.9208175,247.7552308,200.4887347
ENSG00000068078,185.5555254,196.6514707,84.51720701,65.31297499,13.87255056,17.84423357,20.89501946,5.600243986
ENSG00000068079,46.11439093,52.15330976,115.7995499,227.4995572,133.6809418,135.6161752,286.5602669,278.8921505
ENSG00000068097,513.2970896,535.4087488,705.7735599,742.1131991,1640.744389,1791.561051,1764.136643,1900.722809
ENSG00000068120,2154.749814,1996.179893,1190.375468,1379.462633,659.5767222,588.8597079,495.5104616,576.8251305
ENSG00000068137,1038.122777,927.2762781,674.491217,811.8095952,81.97416242,124.909635,152.2351418,112.0048797
ENSG00000068305,1270.341674,1171.296351,1006.523102,980.5713091,2272.57601,1994.985314,1211.911129,1292.536312
ENSG00000068308,1378.4909,1343.067344,1297.394009,1374.202528,1189.255926,1288.353664,1035.795965,1015.884259
ENSG00000068323,1390.019498,1409.574776,1156.897873,1126.539233,1793.342445,1755.872584,1477.576376,1486.304754
ENSG00000068354,349.7007979,304.3073854,227.2085955,302.8944008,85.7575853,78.51462772,83.58007786,54.88239106
ENSG00000068366,388.129457,353.5898707,274.9553293,243.2798733,2077.099162,1698.771036,1659.661546,1760.716709
ENSG00000068383,556.1175954,522.0115683,653.0875087,583.8716959,532.2014852,531.7581605,489.540456,498.4217147
ENSG00000068394,525.3746681,512.4421537,467.0398907,504.9701154,301.4126895,228.4061897,337.3053142,316.9738096
ENSG00000068400,2268.388849,2004.792366,1442.28065,1652.988112,354.3806098,371.1600583,319.3952975,321.4540048
ENSG00000068438,897.5836807,948.3289902,870.9662827,952.5174138,1422.567003,1388.281372,1205.941123,1160.370554
ENSG00000068489,1279.125368,1189.478239,1272.148609,1260.67192,4310.579802,4171.98181,4796.899468,4909.173878
ENSG00000068615,39.5266208,29.18671463,48.8443599,52.60105369,70.62389377,71.3769343,101.4900945,89.60390377
ENSG00000068650,1026.594179,1022.491954,1231.536445,1162.044944,252.2281921,206.9931095,158.2051474,216.1694178
ENSG00000068654,1555.811713,1584.695063,1864.317872,1703.835797,466.6221553,492.5008466,791.0257369,743.7124013
ENSG00000068697,4281.501606,4244.992332,3503.073587,2942.590612,2859.006557,2715.89235,2388.002224,2667.956235
ENSG00000068724,183.359602,151.1967512,227.7574085,219.171057,195.4768488,281.9388905,241.7852252,237.450345
ENSG00000068745,4186.52792,4239.250683,3026.155061,2857.990584,1312.84774,1377.574832,964.1558981,1176.051237
ENSG00000068784,466.6337178,518.1838024,722.7867639,583.4333538,1244.746128,1209.839036,1241.761157,1228.69353
ENSG00000068796,1459.740065,1533.020224,1538.871743,1179.140287,2196.907553,1955.728,1662.646549,1635.271244
ENSG00000068831,2.744904222,3.827765854,2.744065163,3.945079026,10.08912768,0,14.9250139,13.44058557
ENSG00000068878,2716.906199,2815.321785,2682.598103,2052.75612,5643.605797,4721.584204,3543.198301,3812.646105
ENSG00000068885,508.9052428,428.7097756,541.6784631,465.5193251,156.3814791,139.1850219,146.2651362,173.6075636
ENSG00000068903,866.8407534,818.1849512,698.6389904,910.874913,559.9465864,499.6385401,638.790595,633.9476192
ENSG00000068912,1141.331176,1090.434798,1785.288795,1552.169426,2273.837151,2077.068788,1805.926682,2103.451641
ENSG00000068971,552.2747295,501.9157976,217.8787739,311.222901,422.4822217,478.2254598,226.8602113,180.3278563
ENSG00000068976,14.8224828,14.35412195,9.878634586,12.27357919,31.52852401,17.84423357,20.89501946,22.40097594
ENSG00000068985,88.38591596,99.04344146,86.16364611,95.99692298,0,0,0,0
ENSG00000069011,478.7112964,530.6240415,588.8763839,679.8686189,127.375237,167.7357956,310.4402892,302.4131752
ENSG00000069018,1.646942533,0.956941463,2.19525213,0.438342114,6.305704801,3.568846715,0,1.120048797
ENSG00000069020,411.7356333,459.3319024,531.2510155,603.597091,1017.740755,1020.69016,468.6454366,493.9415195
ENSG00000069122,0,0.956941463,0,4.383421141,16.39483248,35.68846715,44.77504171,36.96161031
ENSG00000069188,33.48783151,30.1436561,1.646439098,3.506736912,167.7317477,167.7357956,140.2951307,141.1261484
ENSG00000069206,736.1833124,837.3237805,250.2587428,205.5824515,0,3.568846715,2.985002781,0
ENSG00000069248,2363.911516,2408.621663,2120.064745,1880.487669,2188.079566,2205.54727,2244.722091,2271.458961
ENSG00000069275,15274.29404,14358.42819,17026.37552,15505.03726,5176.983642,5064.193488,5131.21978,5918.337844
ENSG00000069329,4082.221559,4190.446668,4240.129489,3659.71831,7851.863619,7419.63232,5465.540091,5590.163547
ENSG00000069345,2670.242827,2663.646563,2795.653588,2561.232972,2188.079566,1766.579124,2017.86188,2079.930616
ENSG00000069399,787.2385309,703.3519756,106.4697283,138.9544502,167.7317477,242.6815766,259.6952419,277.7721017
ENSG00000069424,363.9742999,345.934339,479.1137774,579.9266169,341.7692002,396.1419853,391.0353643,352.8153711
ENSG00000069431,1.646942533,0.478470732,3.292878195,1.315026342,60.53476609,42.82616058,35.82003337,43.68190309
ENSG00000069482,157.0085215,169.8571098,232.1479128,315.16798,355.6417508,349.746978,444.7654143,473.7806412
ENSG00000069493,107.0512647,83.25390732,76.83382456,41.20415872,75.66845762,49.96385401,62.68505839,59.36258625
ENSG00000069509,0.548980844,0.478470732,1.646439098,0,534.7237672,406.8485255,423.8703948,519.7026419
ENSG00000069535,0.548980844,4.784707317,4.39050426,3.506736912,0,0,0,0
ENSG00000069667,580.8217334,562.6815805,57.62536842,65.75131711,2273.837151,1884.351065,295.5152753,301.2931264
ENSG00000069696,12.07757858,8.134002439,10.97626065,12.27357919,1.26114096,7.13769343,2.985002781,1.120048797
ENSG00000069702,408.4417483,395.2168244,285.93159,221.8011097,238.3556415,171.3046423,289.5452697,283.3723457
ENSG00000069764,0,0.956941463,3.292878195,0.438342114,1.26114096,3.568846715,2.985002781,1.120048797
ENSG00000069812,104.8553413,123.9239195,32.37996892,44.27255352,80.71302146,85.65232115,74.62506952,88.48385497
ENSG00000069849,3333.411687,3889.488578,2384.043813,2101.850437,1367.076801,1059.947474,976.0959093,977.8025999
ENSG00000069869,216.8474336,204.3070024,434.6599218,349.3586649,5000.423907,3911.455999,1793.986671,1889.522321
ENSG00000069943,216.8474336,204.3070024,286.480403,290.1824795,216.9162452,321.1962043,223.8752085,231.850101
ENSG00000069956,5898.250193,5400.97762,5465.080178,5082.13847,3007.82119,3012.106627,2179.05203,2355.46262
ENSG00000069966,278.882269,253.5894878,213.4882697,266.9503475,562.4688683,499.6385401,492.5254588,473.7806412
ENSG00000069974,648.3463773,672.7298488,737.0559027,629.4592758,791.996523,852.9543648,716.4006673,842.2766954
ENSG00000069998,839.3917112,807.6585951,610.8289052,883.2593598,278.7121522,285.5077372,223.8752085,192.6483931
ENSG00000070010,1088.629015,1128.712456,970.3014416,1021.337126,1575.165059,1413.263299,1304.446215,1331.73802
ENSG00000070018,1482.24828,1391.392888,1301.2357,1172.565155,1727.763116,1459.658306,1534.291429,1503.105486
ENSG00000070031,1.646942533,1.435412195,3.292878195,1.753368456,0,0,0,0
ENSG00000070047,2100.400711,2139.721112,1520.760913,1629.317638,200.5214127,142.7538686,247.7552308,256.4911745
ENSG00000070061,1460.289046,1434.455254,1164.581255,1068.678074,2205.73554,1941.452613,1811.896688,1792.078075
ENSG00000070081,2170.670259,2155.989117,3530.514238,2724.734581,2819.911187,2494.623854,2074.576933,2196.415691
ENSG00000070087,2248.076558,2238.286083,2468.56102,2626.545947,8590.892221,8765.087531,6041.645628,6581.406732
ENSG00000070159,1049.651375,1170.81788,1133.847725,1062.541284,1089.62579,1081.360555,940.2758759,906.1194769
ENSG00000070182,59.2899312,62.67966585,19.20845614,17.53368456,136.2032237,117.7719416,205.9651919,162.4070756
ENSG00000070190,2.195923378,1.913882927,2.744065163,10.95855285,41.61765169,82.08347444,44.77504171,53.76234226
ENSG00000070193,0,0,0,0,2.522281921,3.568846715,5.970005561,2.240097594
ENSG00000070214,1081.492264,1210.530951,1470.270114,1251.905078,1788.297882,1498.91562,1501.456399,1402.301094
ENSG00000070269,614.3095649,588.0405293,576.8024972,505.8467996,2833.783738,3012.106627,2632.772452,2642.195112
ENSG00000070366,834.9998644,833.4960146,841.8791919,781.5639894,646.9653126,713.769343,376.1103504,386.416835
ENSG00000070367,3060.019227,3039.724559,2572.835497,2072.919857,14467.8091,13540.20444,9668.424006,10158.84259
ENSG00000070371,108.6982072,114.3545049,121.2876802,134.1326869,103.4135587,124.909635,116.4151084,103.0444893
ENSG00000070388,10.97961689,16.74647561,7.683382456,5.698447483,1.26114096,0,0,1.120048797
ENSG00000070404,151.5187131,165.5508732,153.6676491,215.6643201,490.5838335,521.0516204,689.5356423,621.6270824
ENSG00000070413,1483.346242,1401.440773,1025.182745,1603.455453,1537.330831,1602.412175,1244.74616,1150.290115
ENSG00000070423,423.8132119,445.4562512,350.1427148,454.9991144,227.0053728,171.3046423,304.4702836,247.5307842
ENSG00000070444,857.508079,839.2376634,841.8791919,914.3816499,209.3493994,249.81927,238.8002224,197.1285883
ENSG00000070476,679.6382854,634.930661,699.7366165,715.8126722,287.5401389,292.6454306,262.6802447,283.3723457
ENSG00000070495,542.3930743,554.0691073,299.6519158,361.6322441,744.0731666,628.1170218,373.1253476,364.0158591
ENSG00000070501,476.515373,485.6477927,435.7575478,445.3555879,573.8191369,595.9974014,626.8505839,586.9055697
ENSG00000070526,2113.02727,2350.726705,1841.816537,1462.309292,66.84047089,92.79001458,77.6100723,53.76234226
ENSG00000070540,216.8474336,250.2401927,174.5225444,152.1047136,423.7433626,499.6385401,492.5254588,524.1828371
ENSG00000070601,107.6002455,106.6989732,194.2798135,244.1565575,3.783422881,10.70654014,5.970005561,11.20048797
ENSG00000070610,1532.205537,1638.283785,1216.718493,1492.99324,2384.817556,2230.529197,2289.497133,2389.064084
ENSG00000070614,2685.06531,2755.034473,1924.138492,1998.84004,3692.620732,3854.354452,2549.192375,2429.385841
ENSG00000070669,176.7718319,149.761339,198.1215048,323.0581381,3.783422881,7.13769343,23.88002224,19.04082955
ENSG00000070718,886.0550829,849.7640195,1340.201425,1242.699893,828.5696109,895.7805254,988.0359204,946.4412336
ENSG00000070729,1.097961689,0.478470732,1.646439098,1.753368456,0,3.568846715,5.970005561,2.240097594
ENSG00000070731,1.646942533,2.392353659,0.548813033,2.19171057,13.87255056,10.70654014,11.94001112,23.52102474
ENSG00000070748,0.548980844,0,0,1.315026342,0,0,2.985002781,0
ENSG00000070756,48737.42141,47571.9525,55053.63055,53596.96697,34765.87285,31345.1807,25020.29331,27593.52217
ENSG00000070759,147.6758472,155.0245171,130.0686887,149.913003,78.19073954,57.10154744,80.59507508,81.76356219
ENSG00000070761,1178.112892,1263.162732,1187.082589,1220.344446,1182.950221,963.588613,1202.956121,1148.050017
ENSG00000070770,485.8480473,488.9970878,561.9845453,451.4923775,548.5963177,474.6566131,540.2855033,479.3808852
ENSG00000070778,160.8513874,197.6084122,253.002808,245.0332418,182.8654392,160.5981022,220.8902058,244.1706378
ENSG00000070785,211.906606,225.3597146,343.5569584,412.9182714,197.9991308,185.5800292,397.0053698,377.4564446
ENSG00000070808,0,0.956941463,0.548813033,1.315026342,15.13369152,14.27538686,17.91001668,19.04082955
ENSG00000070814,1248.38244,1352.636759,1420.328128,1398.749686,253.489333,242.6815766,334.3203114,431.2187869
ENSG00000070831,20.86127209,22.48812439,23.05014737,12.71192131,148.8146333,132.0473284,98.50509176,123.2053677
ENSG00000070882,317.3109281,330.6232756,316.6651198,278.7855845,2866.573403,2605.258102,1364.146271,1481.824559
ENSG00000070886,2.195923378,7.177060976,8.781008521,9.643526509,55.49020225,67.80808758,86.56508064,58.24253745
ENSG00000070915,1.097961689,0,0,0.876684228,0,7.13769343,0,0
ENSG00000070950,615.9565075,644.0216049,506.554429,460.2592198,1232.134718,1152.737489,1080.571007,1165.970798
ENSG00000070961,1869.279775,1860.772676,2436.181051,2093.521937,4023.039663,3483.194394,3011.867806,3161.897754
ENSG00000070985,19.21432956,8.134002439,4.939317293,7.451815939,1.26114096,0,2.985002781,1.120048797
ENSG00000071051,698.3036341,632.5383073,312.8234286,330.509954,897.9323637,885.0739853,838.7857813,792.9945484
ENSG00000071054,4013.049973,3919.632234,4494.778737,4311.533034,5380.027336,4414.663386,3522.303281,3913.450497
ENSG00000071073,142.7350196,134.9287463,160.2534055,194.1855565,88.27986722,42.82616058,86.56508064,80.64351339
ENSG00000071082,5046.780903,4758.869898,6725.154901,9380.082899,3005.298908,2908.610073,2901.422703,2880.765506
ENSG00000071127,5045.13396,5247.388515,5022.736874,4911.623388,3239.871127,3650.930189,2985.002781,2962.529068
ENSG00000071189,1627.179223,1734.934873,1525.70023,1166.428365,2573.9887,2373.283065,2304.422147,2159.454081
ENSG00000071205,348.0538554,381.8196439,495.5781684,500.1483521,771.8182677,728.0447298,519.3904838,504.0219587
ENSG00000071242,1265.949827,1137.324929,1153.604994,1294.424263,237.0945005,292.6454306,319.3952975,323.6941024
ENSG00000071243,218.4943761,223.9243024,424.7812872,355.4954545,440.1381951,467.5189196,352.2303281,367.3760055
ENSG00000071246,189.3983913,190.909822,123.4829323,231.8829783,388.4314158,410.4173722,432.8254032,439.0591285
ENSG00000071282,1.646942533,4.306236585,0.548813033,2.630052684,88.27986722,114.2030949,116.4151084,107.5246845
ENSG00000071462,799.3161095,780.8642341,1018.048175,1193.167234,1338.070559,1191.994803,1564.141457,1258.934848
ENSG00000071537,3644.134845,3542.118827,4020.604276,3469.039491,2441.568899,2259.07997,1713.391596,1603.909877
ENSG00000071539,394.7172272,409.0924756,586.6811318,480.8612991,1222.04559,1124.186715,1173.106093,1213.012847
ENSG00000071553,1663.96094,1672.255207,1477.953497,1538.142478,1306.542035,1338.317518,1343.251251,1292.536312
ENSG00000071564,2127.300772,2028.715902,1420.328128,1475.459556,1856.399494,1677.357956,1955.176821,1747.276124
ENSG00000071575,47.21235262,61.72272439,6.036943358,6.575131711,1227.090154,977.8639998,758.1907063,696.6703518
ENSG00000071626,3705.6207,3867.000454,3596.920615,3453.697517,974.8619623,1006.414774,1388.026293,1263.415043
ENSG00000071655,824.5692284,828.2328366,578.4489363,873.1774912,124.8529551,110.6342482,131.3401223,107.5246845
ENSG00000071677,1.097961689,0,0,0.438342114,0,0,0,0
ENSG00000071794,5078.621792,4738.295656,5984.80612,4655.193251,5516.23056,5010.660788,3725.28347,3941.451717
ENSG00000071859,2093.812941,1892.351744,2198.545008,2832.128399,94.58557202,96.3588613,107.4601001,131.0457093
ENSG00000071889,706.5383468,664.5958463,625.0980441,742.5515412,153.8591972,203.4242627,188.0551752,138.8860508
ENSG00000071894,1544.832096,1408.617834,1030.122062,1148.017997,803.3467917,799.4216641,1038.780968,1038.285235
ENSG00000071909,4.391846756,7.655531707,6.036943358,5.260105369,2.522281921,3.568846715,0,2.240097594
ENSG00000071967,0,0.478470732,2.19525213,3.945079026,515.8066527,506.7762335,498.4954644,552.184057
ENSG00000071994,1807.793921,1848.332437,2051.463116,1940.102197,2078.360303,1870.075679,2116.366971,2096.731348
ENSG00000072041,0,0,1.097626065,0,2.522281921,0,0,10.08043917
ENSG00000072042,7387.086243,7223.951107,17549.39434,18251.68894,11526.82838,11199.04099,6659.541204,7183.992985
ENSG00000072062,1410.331789,1319.143807,1101.467756,1346.586974,1476.796064,1481.071387,1373.101279,1403.421143
ENSG00000072071,4194.762632,4044.991566,2572.835497,3048.669403,216.9162452,164.1669489,307.4552864,256.4911745
ENSG00000072110,2362.813555,2470.344388,1954.872022,1924.321881,32789.66497,33754.15223,30085.84303,29302.71663
ENSG00000072121,748.8098718,775.6010561,666.8078346,625.0758546,2872.879107,2947.867386,3474.543237,3451.990393
ENSG00000072133,1454.799238,1430.627488,1209.583924,1080.951653,186.6488621,206.9931095,152.2351418,166.8872708
ENSG00000072134,1082.590225,1072.73138,830.9029313,757.8935152,919.37176,942.1755327,895.5008342,810.9153291
ENSG00000072135,6053.611772,5684.232293,4785.100831,4850.255492,276.1898703,331.9027445,367.155342,484.9811292
ENSG00000072163,0.548980844,1.913882927,1.097626065,2.19171057,56.75134321,71.3769343,32.83503059,44.80195189
ENSG00000072182,1.646942533,0,1.097626065,0.438342114,3.783422881,14.27538686,8.955008342,7.84034158
ENSG00000072195,45.01642924,27.75130244,15.36676491,17.53368456,506.978666,485.3631532,620.8805784,666.4290343
ENSG00000072201,3.842865911,2.87082439,9.878634586,4.821763255,3.783422881,7.13769343,8.955008342,1.120048797
ENSG00000072210,1641.452725,1703.355805,2602.4714,2347.322021,2847.656288,2512.468087,2650.682469,2531.310282
ENSG00000072274,7697.26042,8215.820934,5129.206602,4276.027323,32082.16489,30638.54905,16805.56565,16126.46258
ENSG00000072310,4688.296412,4189.968198,3141.405798,4175.208636,918.1106191,1156.306336,698.4906507,717.951279
ENSG00000072315,1.097961689,0.478470732,0.548813033,0.438342114,7.566845762,7.13769343,17.91001668,10.08043917
ENSG00000072364,6948.450548,7080.888359,4635.823686,3717.141127,6713.053332,6009.937868,3973.038701,4187.862452
ENSG00000072401,556.1175954,591.8682951,571.3143669,520.3120894,1238.440423,1177.719416,985.0509176,952.0414776
ENSG00000072415,2167.925355,2150.725939,2278.671711,1701.205745,7515.138982,6866.461079,5638.670253,5970.980138
ENSG00000072422,7.136750978,11.00482683,1.646439098,1.753368456,288.8012799,346.1781313,579.0905394,463.700202
ENSG00000072501,7209.216449,7253.137822,7421.049826,6505.435315,1662.183786,1349.024058,1602.946493,1768.557051
ENSG00000072506,723.556753,839.7161341,1075.673544,1376.83258,504.4563841,531.7581605,767.1457146,706.750791
ENSG00000072518,1667.803805,1683.260034,1273.795049,1332.121685,1881.622313,1884.351065,1677.571563,1582.62895
ENSG00000072571,2329.874704,2248.812439,2896.086373,2017.250409,2654.701721,2455.36654,2331.287172,2255.778277
ENSG00000072609,569.2931357,611.9640659,389.6572531,416.4250083,351.8583279,335.4715912,271.635253,267.6916625
ENSG00000072657,3.293885067,2.87082439,2.744065163,1.315026342,1027.829883,863.660905,704.4606562,722.4314742
ENSG00000072682,1746.857047,1653.116378,580.0953754,643.4862234,7976.716574,7819.343152,3758.118501,3701.761275
ENSG00000072694,0.548980844,0,5.488130326,4.383421141,0,0,0,1.120048797
ENSG00000072736,664.2668218,620.576539,631.1349874,561.077906,858.8369939,902.9182188,877.5908175,893.7989401
ENSG00000072756,1057.337106,1106.224332,1752.908826,1496.938319,563.7300092,503.2073868,770.1307174,776.1938164
ENSG00000072778,13521.94718,13026.36567,10268.84065,12265.68904,8083.913555,8379.652086,6071.495656,5807.453013
ENSG00000072786,191.5943147,194.7375878,219.525213,251.1700314,298.8904076,224.837343,271.635253,290.0926385
ENSG00000072803,2004.329063,2050.725556,2034.449912,1594.688611,2696.319373,2369.714219,2050.69691,2170.654569
ENSG00000072818,119.6778241,128.2301561,63.11349874,67.50468556,168.9928887,267.6635036,128.3551196,147.8464412
ENSG00000072832,346.4069128,292.3456171,334.2271368,352.8654018,591.4751104,642.3924087,331.3353086,353.9354199
ENSG00000072840,994.2043093,940.1949878,712.9081293,663.6499607,442.6604771,417.5550656,432.8254032,511.8623003
ENSG00000072849,506.7093194,568.9017,739.2511548,645.677934,1097.192635,1124.186715,1089.526015,972.2023559
ENSG00000072858,51.05521853,58.8519,42.80741654,51.72436946,312.7629581,289.0765839,704.4606562,703.3906446
ENSG00000072864,385.9335336,374.6425829,426.9765393,392.3161921,678.4938366,613.8416349,647.7456034,642.9080096
ENSG00000072952,1.646942533,1.435412195,9.878634586,2.630052684,1.26114096,7.13769343,2.985002781,3.360146391
ENSG00000072954,149.3227897,145.4551024,63.11349874,76.27152784,199.2602717,146.3227153,170.1451585,189.2882467
ENSG00000072958,361.2293956,399.523061,373.1928621,486.1214045,1518.413716,1563.154861,1602.946493,1482.944607
ENSG00000073008,1227.521168,1204.310832,1158.544312,1227.357919,2063.226611,2337.594598,2292.482136,2204.256033
ENSG00000073050,339.2701619,348.3266927,333.1295108,322.6197959,457.7941686,492.5008466,680.580634,666.4290343
ENSG00000073060,1854.457293,1674.16909,1023.536306,1130.04597,981.1676671,1124.186715,591.0305506,570.1048377
ENSG00000073067,12.07757858,10.5263561,7.683382456,10.08186862,1.26114096,0,0,3.360146391
ENSG00000073111,1153.408754,1237.803783,1464.781984,1284.342394,781.9073954,806.5593575,1002.960934,1005.80382
ENSG00000073146,26.90006138,21.0527122,30.18471679,28.93057953,0,0,0,0
ENSG00000073150,203.1229124,235.8860707,126.2269975,97.31194932,158.903761,124.909635,134.3251251,105.2845869
ENSG00000073169,309.0762154,298.0872659,219.525213,261.6902421,179.0820164,174.873489,205.9651919,168.0073196
ENSG00000073331,258.0209969,241.1492488,416.0002787,373.0291391,157.64262,157.0292554,208.9501946,173.6075636
ENSG00000073350,501.7684918,470.3367293,450.0266867,658.3898553,56.75134321,89.22116787,161.1901502,152.3266364
ENSG00000073417,787.2385309,813.8787146,569.1191148,483.0530097,3478.226768,3208.393197,1835.77671,2031.768518
ENSG00000073464,283.2741157,274.1637293,372.0952361,331.3866382,3219.692872,2694.47927,2716.35253,2557.071404
ENSG00000073536,418.8723843,444.020839,469.2351428,451.0540354,378.3422881,353.3158248,611.92557,454.7398116
ENSG00000073578,202.5739316,219.1395951,200.3167569,237.1430837,157.64262,135.6161752,179.1001668,187.0481491
ENSG00000073584,625.8381627,605.7439463,591.6204491,476.9162201,310.2406762,267.6635036,325.3653031,310.2535168
ENSG00000073598,1.646942533,0.478470732,0,2.19171057,0,0,0,1.120048797
ENSG00000073605,495.7297025,491.3894415,484.6019077,418.1783768,228.2665138,221.2684963,253.7252364,273.2919065
ENSG00000073614,1192.386394,1185.650473,951.6417984,756.1401467,1349.420827,1092.067095,961.1708954,1058.446113
ENSG00000073670,83.44508836,88.03861463,85.61483308,112.2155812,64.31818897,64.23924087,128.3551196,117.6051237
ENSG00000073711,569.8421165,582.7773512,412.7074005,322.6197959,1935.851374,1605.981022,805.9507508,954.2815752
ENSG00000073712,399.1090739,374.1641122,309.5305504,266.9503475,8274.34584,8012.060875,4949.13461,5372.87408
ENSG00000073734,9.332674356,11.00482683,16.46439098,19.72539513,0,0,0,0
ENSG00000073737,0,0,1.646439098,0.876684228,7.566845762,3.568846715,11.94001112,5.600243986
ENSG00000073756,0,0,0,0,134.9420827,92.79001458,83.58007786,78.4034158
ENSG00000073792,17.01840618,11.96176829,9.329821553,7.451815939,2795.949509,2590.982715,2190.992041,2548.111013
ENSG00000073803,2156.396757,2150.247468,2606.313092,2449.455733,1464.184655,1470.364846,1361.161268,1376.539972
ENSG00000073849,322.8007365,342.1065732,207.4513263,213.9109517,649.4875945,749.4578101,1017.885948,1067.406504
ENSG00000073910,1049.651375,1045.458549,369.3511709,371.7141127,234.5722186,182.0111825,202.9801891,228.4899546
ENSG00000073921,6516.402624,6718.686015,5726.315182,4850.693834,0,0,0,0
ENSG00000073969,1220.933398,1257.899554,1270.50217,1234.809735,1403.649889,1381.143679,1149.226071,1234.293774
ENSG00000074047,1.646942533,3.827765854,0.548813033,0.438342114,353.1194689,253.3881167,310.4402892,348.3351759
ENSG00000074054,1783.089783,1812.447132,1267.209292,1059.911232,1877.83889,1773.716817,1477.576376,1571.428462
ENSG00000074071,2581.856911,2857.90568,2854.376582,2673.448554,1128.721159,931.4689926,1698.466582,1552.387633
ENSG00000074181,1411.429751,1203.832361,439.5992391,500.1483521,335.4634954,339.0404379,98.50509176,98.56429415
ENSG00000074201,5610.58423,5523.466127,5932.120069,5468.756215,4222.299935,3743.720204,3355.143125,3596.476688
ENSG00000074211,1078.747359,969.3817024,1146.470425,1082.705022,1298.975189,1295.491357,1167.136087,1062.926308
ENSG00000074219,447.4193882,494.7387366,142.6913885,136.3243975,250.9670511,174.873489,316.4102947,377.4564446
ENSG00000074266,393.6192655,396.1737659,527.4093243,432.2053245,0,0,0,0
ENSG00000074276,37.33069742,38.27765854,10.97626065,18.41036879,8.827986722,17.84423357,8.955008342,8.960390377
ENSG00000074317,24.15515716,24.40200732,4.39050426,8.766842281,68.10161185,89.22116787,53.73005005,40.3217567
ENSG00000074319,1399.352173,1430.149017,1601.985242,1438.200476,1461.662373,1377.574832,1429.816332,1481.824559
ENSG00000074356,1929.118687,1923.930812,2027.864155,1711.725955,354.3806098,339.0404379,370.1403448,409.9378598
ENSG00000074370,6.038789289,1.435412195,0.548813033,1.315026342,64.31818897,64.23924087,50.74504727,64.96283023
ENSG00000074410,1458.642104,1397.613007,1114.639269,990.6531778,7942.665768,7887.15124,4152.138868,3908.970302
ENSG00000074416,358.4844914,365.0731683,275.5041423,238.8964522,1800.909291,1970.003387,1474.591374,1347.418703
ENSG00000074527,8.783693511,9.090943902,13.72032581,5.698447483,500.6729612,524.6204671,564.1655255,537.6234226
ENSG00000074582,482.0051814,560.7676976,722.2379508,711.8675932,566.2522912,738.75127,838.7857813,819.8757195
ENSG00000074590,255.2760927,259.3311366,115.7995499,99.942002,2261.225742,1645.238336,2113.381969,2162.814227
ENSG00000074603,1043.612585,1050.243256,946.1536681,789.8924895,2022.8701,1795.129898,1385.04129,1387.74046
ENSG00000074621,515.4930129,493.7817951,572.411993,506.7234838,83.23530338,153.4604087,125.3701168,144.4862948
ENSG00000074657,2216.78465,2309.578222,1176.106329,952.0790717,655.7932993,571.0154744,576.1055367,568.9847889
ENSG00000074660,40.62458249,42.10542439,24.14777343,49.53265889,5.044563841,3.568846715,5.970005561,6.720292783
ENSG00000074695,7088.440664,6629.690459,7777.229484,6885.91627,9631.333514,9321.827619,5701.355311,6330.515801
ENSG00000074696,5901.544078,5676.576761,6519.350014,6016.683857,6677.741385,6152.691736,5778.965383,5984.420723
ENSG00000074706,21.41025293,18.66035854,36.22166015,25.86218473,0,0,0,1.120048797
ENSG00000074755,1117.176018,1111.48751,870.9662827,857.8355172,1384.732774,1456.08946,1226.836143,1233.173726
ENSG00000074771,0,0,0,0,0,0,2.985002781,2.240097594
ENSG00000074800,45270.0584,43577.67883,15111.56685,19428.63752,68409.33025,68778.81389,34605.13724,31767.94403
ENSG00000074803,4.391846756,0.478470732,0.548813033,1.315026342,0,0,0,0
ENSG00000074842,630.7789903,653.5910195,944.507229,1240.946525,1194.300489,1420.400992,1692.496577,1372.059776
ENSG00000074855,502.3174727,500.0019146,308.4329243,302.8944008,155.1203381,146.3227153,185.0701724,176.9677099
ENSG00000074935,723.556753,656.4618439,971.9478806,943.3122294,343.0303412,392.5731386,528.3454922,555.5442034
ENSG00000074964,108.6982072,100.0003829,113.6042977,135.8860554,92.0632901,135.6161752,152.2351418,141.1261484
