,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000000003,331.58443,330.6232756,201.4143829,166.5700033,1335.548277,1184.857109,1050.720979,1087.567382
ENSG00000000419,1095.216785,1101.439624,1185.43615,1075.691548,2489.492256,2473.210773,2229.797077,1972.405932
ENSG00000000457,304.1353878,290.4317341,237.6360431,227.0612151,110.9804045,92.79001458,86.56508064,92.96405016
ENSG00000000460,150.9697322,167.4647561,208.0001393,152.9813978,491.8449745,553.1712408,564.1655255,490.5813731
ENSG00000000938,1.097961689,0.956941463,1.097626065,0.438342114,0,0,0,1.120048797
ENSG00000000971,0,0,0.548813033,0,3.783422881,3.568846715,0,2.240097594
ENSG00000001036,97.71859031,109.5697976,183.3035529,198.1306356,1035.396728,999.2770801,856.695798,819.8757195
ENSG00000001084,699.4015958,836.8453098,502.1639248,412.4799293,1013.957332,895.7805254,925.350862,1011.404064
ENSG00000001167,3195.068515,3043.552324,2533.320958,2218.449439,2914.496759,2594.551562,2044.726905,2077.690519
ENSG00000001460,157.0085215,138.7565122,237.0872301,224.4311624,403.5651073,424.6927591,388.0503615,437.9390797
ENSG00000001461,907.4653359,949.7644024,1201.900541,1198.865682,1008.912768,920.7624524,967.1409009,967.7221607
ENSG00000001497,1268.145751,1175.124117,1552.592069,1585.483427,537.2460491,538.8958539,686.5506395,682.1097175
ENSG00000001561,741.12414,738.7588098,681.6257864,589.1318013,2148.984196,1998.55416,1531.306426,1708.074416
ENSG00000001617,676.8933812,571.7725244,415.4514656,432.2053245,340.5080593,331.9027445,474.6154421,451.3796652
ENSG00000001626,3.293885067,0.956941463,5.488130326,6.575131711,8.827986722,3.568846715,2.985002781,4.480195189
ENSG00000001629,1353.237782,1364.598527,1366.544451,1201.495735,1634.438685,1470.364846,1379.071285,1407.901338
ENSG00000001630,67.52464387,79.42614146,94.3958416,83.72334378,127.375237,103.4965547,122.385114,113.1249285
ENSG00000001631,358.4844914,371.2932878,400.0847007,327.0032171,320.3298039,321.1962043,286.5602669,327.0542488
ENSG00000002016,256.3740544,295.2164415,336.422389,315.16798,200.5214127,153.4604087,208.9501946,210.5691739
ENSG00000002330,136.1472494,153.1106341,119.6412411,229.6912678,218.1773861,253.3881167,319.3952975,221.7696618
ENSG00000002549,1192.386394,1205.267773,2110.18611,2222.394518,953.422566,870.7985984,994.0059259,1077.486943
ENSG00000002586,4653.161638,4899.540293,3947.612143,4137.511215,4980.245652,5192.67197,3501.408262,3422.869124
ENSG00000002587,41.17356333,44.01930732,133.9103799,184.9803721,71.88503474,60.67039415,47.76004449,47.04204948
ENSG00000002726,7.136750978,4.784707317,3.841691228,3.068394798,1.26114096,0,0,0
ENSG00000002745,0,0.478470732,1.097626065,0,3.783422881,0,0,4.480195189
ENSG00000002746,0,2.392353659,0.548813033,0.876684228,21.43939632,28.55077372,26.86502503,49.28214707
ENSG00000002822,2.195923378,2.392353659,1.097626065,2.19171057,1.26114096,7.13769343,8.955008342,4.480195189
ENSG00000002834,2204.15809,2167.472415,2275.378833,2115.439042,8228.944766,8040.611648,7686.38216,7589.450649
ENSG00000002919,184.4575637,165.0724024,195.3774396,244.1565575,528.4180624,503.2073868,486.5554532,481.6209828
ENSG00000002933,3.293885067,0.478470732,0.548813033,0.438342114,0,0,0,0
ENSG00000003056,1177.014931,1157.4207,1248.000836,1183.085366,3304.189316,3497.46978,3737.223481,3287.34322
ENSG00000003096,37.87967827,44.01930732,66.40637694,92.49018606,348.074905,303.3519708,355.2153309,312.4936144
ENSG00000003137,28.54700391,41.14848293,17.56201704,15.34197399,775.6016906,649.5301021,561.1805228,526.4229347
ENSG00000003147,1420.213445,1324.885456,1482.344001,1492.99324,37.83422881,64.23924087,41.79003893,67.20292783
ENSG00000003249,1118.27398,1099.525741,824.8659879,1016.515362,664.6212861,506.7762335,537.3005005,478.2608364
ENSG00000003393,1155.604678,1087.563973,1008.169541,861.7805962,1001.345922,924.3312991,901.4708397,1097.647821
ENSG00000003400,25.25311884,25.35894878,37.86809925,33.31400067,1.26114096,10.70654014,11.94001112,5.600243986
ENSG00000003402,1370.256188,1416.751837,1425.267446,1182.208682,957.2059888,885.0739853,862.6658036,890.4387937
ENSG00000003436,4967.178681,4894.755585,2668.328964,2241.681571,3681.270463,3397.542072,1826.821702,2056.409592
ENSG00000003509,473.2214879,449.7624878,492.8341032,480.8612991,465.3610143,581.7220145,611.92557,601.4662041
ENSG00000003756,1974.684097,1797.136068,1585.520851,1621.865822,895.4100818,738.75127,716.4006673,840.0365979
ENSG00000003987,23.05719547,30.1436561,14.81795188,10.08186862,37.83422881,28.55077372,26.86502503,42.56185429
ENSG00000003989,427.6560778,441.6284854,319.957998,277.4705582,182.8654392,114.2030949,322.3803003,356.1755175
ENSG00000004059,1559.105598,1564.599293,1300.138074,1754.24514,928.1997468,1109.911328,1125.346048,1133.489383
ENSG00000004139,199.8290274,203.8285317,285.3827769,284.9223741,41.61765169,42.82616058,110.4451029,109.7647821
ENSG00000004142,2294.73993,2301.92269,2967.98088,3288.44254,1538.591972,1605.981022,1988.011852,1774.157295
ENSG00000004399,141.6370579,122.0100366,46.64910777,39.45079026,196.7379898,239.1127299,202.9801891,249.7708818
ENSG00000004455,4038.852073,4279.920695,4678.082289,4083.156792,4489.661819,4357.561839,3367.083137,3520.313369
ENSG00000004468,0.548980844,1.435412195,4.939317293,3.068394798,2.522281921,3.568846715,0,4.480195189
ENSG00000004478,4227.701483,4755.999073,6605.51366,6084.626885,3941.065501,3643.792496,4149.153865,3804.805764
ENSG00000004487,2601.620222,2725.847759,2070.671572,1827.448273,2310.410239,2219.822657,2193.977044,2240.097594
ENSG00000004534,4261.738295,4047.38392,2686.988607,2557.726235,696.1498101,617.4104817,659.6856145,632.8275704
ENSG00000004660,272.2944988,322.0108024,346.8498366,316.0446642,127.375237,228.4061897,340.290317,262.0914185
ENSG00000004700,723.556753,752.634461,882.4913563,711.8675932,2987.642935,2947.867386,1958.161824,2077.690519
ENSG00000004766,383.7376103,420.5757732,627.2932962,474.2861674,1214.478745,1081.360555,1107.436032,1187.251725
ENSG00000004776,16.46942533,15.31106341,11.52507368,12.71192131,7.566845762,0,0,5.600243986
ENSG00000004777,679.6382854,556.461461,370.448797,399.768008,40.35651073,82.08347444,80.59507508,71.68312302
ENSG00000004779,1261.557981,1388.522063,1605.826933,1856.817195,1084.581226,1084.929401,892.5158314,948.6813312
ENSG00000004799,0,0,1.097626065,0.438342114,61.79590705,53.53270072,68.65506395,73.92322061
ENSG00000004809,3.842865911,4.784707317,6.585756391,6.136789597,2.522281921,0,2.985002781,3.360146391
ENSG00000004838,41.72254418,31.57906829,40.06335138,39.45079026,11.35026864,0,5.970005561,8.960390377
ENSG00000004846,4.391846756,8.134002439,22.50133433,19.72539513,3.783422881,3.568846715,0,8.960390377
ENSG00000004848,21.41025293,20.57424146,24.69658646,34.62902701,3.783422881,3.568846715,5.970005561,6.720292783
ENSG00000004864,697.2056725,809.0940073,942.8607899,831.5349904,1275.013511,1120.617868,1268.626182,1227.573482
ENSG00000004866,3325.725956,2874.652156,2174.946048,2403.868153,606.6088019,653.0989488,746.2506952,724.6715717
ENSG00000004897,3314.746339,3596.66449,3726.989304,2989.054876,17652.19002,15171.16738,10065.42938,10965.27772
ENSG00000004939,3.293885067,0.956941463,3.292878195,2.19171057,1.26114096,0,0,7.84034158
ENSG00000004948,0.548980844,0.478470732,0,0,0,0,0,1.120048797
ENSG00000004961,581.3707143,595.2175902,471.430395,480.8612991,944.5945792,1031.396701,1050.720979,990.1231367
ENSG00000004975,1284.066195,1280.866149,838.0375007,898.1629917,809.6524965,949.3132261,895.5008342,880.3583545
ENSG00000005001,4.9408276,3.827765854,3.292878195,3.068394798,10.08912768,7.13769343,14.9250139,16.80073196
ENSG00000005007,2050.992435,2144.027349,1699.673962,1623.180848,570.035714,517.4827736,540.2855033,455.8598604
ENSG00000005020,1463.582931,1421.536544,1347.884808,1215.961024,1311.586599,1456.08946,996.9909287,1329.497922
ENSG00000005022,3196.166476,3404.797727,3817.543454,3720.209522,3845.218788,3647.361342,3113.3579,3224.620487
ENSG00000005059,10.43063604,13.39718049,19.75726917,19.72539513,813.4359194,717.3381897,435.810406,449.1395677
ENSG00000005073,4.391846756,5.741648781,2.19525213,0.876684228,303.9349714,249.81927,247.7552308,248.650833
ENSG00000005075,239.3556482,256.4603122,268.3695729,359.8788756,369.5143014,428.2616058,602.9705617,455.8598604
ENSG00000005100,1112.784172,1173.210234,954.9346766,907.8065182,455.2718867,417.5550656,597.0005561,572.3449353
ENSG00000005102,0,0,0,0,6.305704801,3.568846715,5.970005561,6.720292783
ENSG00000005108,50.50623769,59.80884146,3.292878195,3.945079026,1.26114096,0,0,2.240097594
ENSG00000005156,1250.029383,1262.20579,1519.663287,1324.231527,740.2897437,763.733197,1176.091096,1163.7307
ENSG00000005175,2776.19613,2652.641737,3183.115589,2708.954265,3536.239253,2755.149664,2832.767639,3068.933704
ENSG00000005187,488.5929516,445.934722,958.7763679,810.4945689,80.71302146,67.80808758,101.4900945,151.2065876
ENSG00000005189,426.5581161,417.2264781,405.5728311,338.400112,134.9420827,189.1488759,194.0251807,196.0085395
ENSG00000005194,619.7993734,653.1125488,640.464809,728.0862514,754.1622942,667.3743357,808.9357535,888.1986961
ENSG00000005206,595.0952354,523.4469805,404.475205,485.6830624,104.6746997,171.3046423,220.8902058,162.4070756
ENSG00000005238,768.0242014,671.7729073,465.9422646,654.8831184,665.882427,724.4758831,471.6304393,423.3784453
ENSG00000005243,0,0.956941463,2.19525213,1.753368456,16.39483248,32.11962043,41.79003893,26.88117113
ENSG00000005249,788.3364926,731.5817488,669.5518997,539.5991424,83.23530338,89.22116787,71.64006673,119.8452213
ENSG00000005302,1270.341674,1393.306771,879.7472912,800.4127003,3281.488779,3008.537781,2441.732275,2485.388281
ENSG00000005339,2704.828621,2706.708929,1789.130486,1765.642035,1804.692714,1627.394102,1253.701168,1207.412603
ENSG00000005379,118.0308816,111.0052098,75.18738546,98.62697566,131.1586599,164.1669489,232.8302169,189.2882467
ENSG00000005381,0.548980844,0.956941463,0,0,0,0,0,0
ENSG00000005421,1.097961689,1.435412195,0,0.876684228,3.783422881,0,5.970005561,8.960390377
ENSG00000005436,757.0445845,788.5197659,840.7815659,701.3473825,884.0598131,867.2297517,967.1409009,974.4424535
ENSG00000005448,251.9822076,259.3311366,186.047618,236.2663995,993.7790767,1163.444029,489.540456,449.1395677
ENSG00000005469,548.9808444,613.3994781,622.9027919,628.5825915,403.5651073,442.5369926,525.3604894,483.8610804
ENSG00000005471,1.646942533,1.435412195,2.744065163,6.136789597,8.827986722,14.27538686,11.94001112,7.84034158
ENSG00000005483,6950.097491,6588.063505,3678.144944,3187.185511,3299.144752,3183.41127,1402.951307,1806.63871
ENSG00000005486,767.4752205,689.4763244,394.0477574,468.1493778,427.5267855,563.8777809,465.6604338,422.2583965
ENSG00000005513,94.42470525,82.29696585,182.2059268,209.9658726,41.61765169,21.41308029,53.73005005,43.68190309
ENSG00000005700,2360.617631,2235.415259,2916.941268,2558.60292,1765.597344,1577.430248,1453.696354,1503.105486
ENSG00000005801,953.030746,1029.669015,1109.699952,919.6417553,742.8120256,678.0808758,776.100723,810.9153291
ENSG00000005810,3378.977098,3877.52681,4210.493586,3622.897573,706.2389377,617.4104817,591.0305506,670.9092295
ENSG00000005812,1711.722273,1846.418554,1525.151417,1193.167234,1248.529551,1106.342482,629.8355867,688.8300102
ENSG00000005844,13.17554027,6.220119512,9.329821553,2.19171057,1.26114096,0,0,1.120048797
ENSG00000005882,760.8874504,695.6964439,743.6416591,752.1950677,559.9465864,581.7220145,525.3604894,639.5478632
ENSG00000005884,368.9151275,324.4031561,197.0238787,260.8135579,8916.266589,9939.238101,5808.815411,5828.73394
ENSG00000005889,1335.670395,1372.732529,834.7446225,632.0893285,4332.019199,3672.343269,3211.862992,3255.981853
ENSG00000005893,3477.244669,3388.051251,3969.564664,3113.105694,6396.50695,5977.818247,4940.179602,5090.621783
ENSG00000005961,8.234712667,4.784707317,2.19525213,3.506736912,32.78966497,53.53270072,44.77504171,49.28214707
ENSG00000005981,0,0,0,0,1.26114096,0,8.955008342,3.360146391
ENSG00000006007,5057.76052,4534.467124,1442.28065,1585.921769,5532.625393,5060.624642,3080.52287,3076.774046
ENSG00000006015,202.5739316,205.7424146,277.1505814,430.8902981,186.6488621,267.6635036,370.1403448,327.0542488
ENSG00000006016,16.46942533,14.83259268,5.488130326,10.95855285,32.78966497,28.55077372,56.71505283,36.96161031
ENSG00000006025,38.97763996,47.84707317,1.646439098,10.95855285,282.4955751,360.4535182,253.7252364,246.4107354
ENSG00000006042,497.9256259,476.5568488,598.2062055,721.9494618,933.2443106,1077.791708,967.1409009,1036.045137
ENSG00000006047,103.2083988,100.9573244,76.83382456,77.14821207,2.522281921,0,0,5.600243986
ENSG00000006062,120.2268049,126.3162732,166.8391619,190.6788196,710.0223606,756.5955035,835.8007786,853.4771834
ENSG00000006071,152.6166748,120.0961537,150.3747709,162.6249243,6.305704801,7.13769343,20.89501946,15.68068316
ENSG00000006118,1298.339697,1308.13898,819.9266706,1394.804607,1228.351295,1213.407883,1280.566193,1094.287675
ENSG00000006125,5835.117396,5993.324385,6629.11262,5897.893145,5205.989884,5231.929284,5035.699691,4966.296366
ENSG00000006128,0,0.478470732,0,0,0,0,0,1.120048797
ENSG00000006194,822.373305,805.7447122,784.2538235,898.1629917,85.7575853,89.22116787,89.55008342,108.6447333
ENSG00000006210,1.097961689,0.956941463,0.548813033,1.315026342,6.305704801,0,5.970005561,3.360146391
ENSG00000006282,2346.344129,2363.166944,2127.199314,2440.250549,752.9011533,845.8166714,1005.945937,922.9202088
ENSG00000006283,17.56738702,27.27283171,4.939317293,6.136789597,69.36275281,67.80808758,77.6100723,63.84278144
ENSG00000006327,287.6659625,282.7762024,126.7758105,168.7617139,3354.634954,3426.092846,5214.799858,4267.385917
ENSG00000006377,0.548980844,0,0,0,1.26114096,0,5.970005561,2.240097594
ENSG00000006432,505.6113577,504.786622,323.2508762,350.6736912,4553.980008,4443.21416,3695.433442,3446.390149
ENSG00000006451,1481.150318,1386.60818,1631.621146,1577.154926,1986.297012,1805.836438,1462.651362,1411.261484
ENSG00000006453,1319.200969,1276.081441,1451.610471,1334.313395,1022.785319,1013.552467,761.1757091,674.2693759
ENSG00000006459,948.6388992,860.2903756,516.4330636,366.4540073,408.6096711,296.2142773,271.635253,264.3315161
ENSG00000006468,8251.182092,8280.892954,6241.101806,4981.758126,2427.696349,2198.409576,2385.017222,2557.071404
ENSG00000006530,1348.296954,1242.58849,1760.043395,1700.767403,1083.320085,1077.791708,1346.236254,1433.66246
ENSG00000006534,85.64101173,61.72272439,97.68871979,73.20313305,471.6667191,681.6497225,996.9909287,907.2395257
ENSG00000006555,0,0.478470732,1.097626065,0.876684228,117.2861093,103.4965547,89.55008342,104.1645381
ENSG00000006576,1159.447543,1225.842015,1022.987493,759.6468836,949.6391431,924.3312991,761.1757091,934.1206968
ENSG00000006606,19.21432956,27.75130244,1.097626065,1.753368456,249.7059101,228.4061897,214.9202002,203.8488811
ENSG00000006607,1500.913629,1566.513176,1193.668346,1069.9931,416.1765169,428.2616058,313.425292,416.6581525
ENSG00000006611,6.587770133,4.306236585,0.548813033,1.315026342,1.26114096,0,0,4.480195189
ENSG00000006625,1256.068172,1253.593317,2709.489942,2821.169846,591.4751104,560.3089342,725.3556757,605.9463993
ENSG00000006634,1157.800601,1166.990115,1589.911355,1243.576578,1449.050963,1409.694452,1480.561379,1535.586901
ENSG00000006638,3.293885067,0.956941463,1.097626065,0.876684228,22.70053728,35.68846715,56.71505283,34.72151271
ENSG00000006652,575.331925,502.3942683,526.8605112,427.3835612,237.0945005,235.5438832,208.9501946,221.7696618
ENSG00000006695,356.288568,326.317039,522.470007,477.3545622,831.0918928,899.3493721,1149.226071,1190.611871
ENSG00000006704,724.1057338,685.6485585,390.7548792,418.6167189,262.3173197,239.1127299,334.3203114,320.333956
ENSG00000006712,3168.717434,3260.778037,2963.590376,2986.863165,890.3655179,642.3924087,862.6658036,883.7185009
ENSG00000006715,986.5185775,1043.544666,1228.79238,1141.004523,2428.957489,2251.942277,2173.082024,2143.773398
ENSG00000006740,564.9012889,490.9109707,356.1796581,405.4664555,285.017857,256.9569635,304.4702836,314.733712
ENSG00000006744,1403.195038,1406.703951,1805.046064,1803.777799,620.4813525,503.2073868,886.5458258,752.6727917
ENSG00000006747,25.25311884,33.49295122,40.61216441,34.62902701,15.13369152,17.84423357,17.91001668,20.16087835
ENSG00000006756,617.60345,611.4855951,687.6627298,715.3743301,358.1640327,367.5912116,379.0953531,357.2955663
ENSG00000006757,591.8013503,589.9544122,843.525631,997.6666516,573.8191369,685.2185692,785.0557313,724.6715717
ENSG00000006788,4.9408276,10.04788537,3.292878195,6.136789597,0,0,0,0
ENSG00000006831,1017.810486,1047.372432,951.6417984,982.3246776,522.1123576,542.4647006,519.3904838,574.5850329
ENSG00000006837,25.80209969,35.88530488,30.73352982,34.1906849,6.305704801,7.13769343,8.955008342,13.44058557
ENSG00000007001,0,0,0.548813033,0.876684228,0,0,5.970005561,0
ENSG00000007038,0.548980844,0,0.548813033,0.438342114,0,0,0,0
ENSG00000007047,297.5476177,294.7379707,186.047618,225.3078466,108.4581226,110.6342482,131.3401223,118.7251725
ENSG00000007062,1.097961689,0.956941463,2.19525213,2.630052684,15.13369152,14.27538686,2.985002781,2.240097594
ENSG00000007080,1316.456065,1188.042827,1379.715964,1840.598537,779.3851134,785.1462772,1077.586004,920.6801112
ENSG00000007168,3050.686553,3319.629937,2861.511152,2429.291996,4605.686787,4403.956846,2853.662658,3105.895314
ENSG00000007171,0,0.478470732,0,0.438342114,22.70053728,17.84423357,32.83503059,16.80073196
ENSG00000007174,58.74095036,48.3255439,38.41691228,39.01244815,1.26114096,0,0,0
ENSG00000007202,7146.632633,7612.947812,6213.112342,6245.498441,6329.66648,5510.299328,5035.699691,5273.189737
ENSG00000007216,0,0.478470732,0,0.438342114,0,0,0,0
ENSG00000007237,12.07757858,8.134002439,2.744065163,3.945079026,1.26114096,7.13769343,11.94001112,2.240097594
ENSG00000007255,94.97368609,77.51225854,103.1768501,156.0497926,54.22906129,67.80808758,92.5350862,73.92322061
ENSG00000007264,4.9408276,2.87082439,2.744065163,5.698447483,8.827986722,21.41308029,20.89501946,25.76112233
ENSG00000007314,0,0.478470732,1.097626065,0,2.522281921,3.568846715,5.970005561,3.360146391
ENSG00000007341,482.0051814,476.0783781,780.4121323,672.8551451,698.672092,653.0989488,674.6106284,658.5886927
ENSG00000007350,5.489808444,7.655531707,3.841691228,1.753368456,2.522281921,0,0,0
ENSG00000007372,0,0.956941463,0,1.315026342,353.1194689,289.0765839,367.155342,337.1346879
ENSG00000007376,345.3089512,389.4751756,307.3352982,446.6706142,698.672092,699.4939561,1107.436032,982.2827951
ENSG00000007384,893.7408148,931.5825146,570.7655539,592.2001961,514.5455118,471.0877663,349.2453253,350.5752735
ENSG00000007392,2188.786627,2158.381471,1306.175017,1192.29055,145.0312104,110.6342482,104.4750973,131.0457093
ENSG00000007402,190.496353,134.4502756,159.7045925,209.9658726,110.9804045,99.92770801,137.3101279,127.6855629
ENSG00000007516,154.2636173,140.1919244,120.7388672,117.9140287,97.10785394,117.7719416,125.3701168,85.12370858
ENSG00000007520,189.3983913,197.1299415,215.6835218,390.5628236,186.6488621,171.3046423,307.4552864,293.4527848
ENSG00000007541,417.2254418,378.4703488,270.016012,372.5907969,205.5659765,253.3881167,253.7252364,273.2919065
ENSG00000007545,249.7862842,282.2977317,211.2930175,228.3762414,40.35651073,49.96385401,23.88002224,26.88117113
ENSG00000007866,671.9525536,669.8590244,413.8050265,463.7659567,363.2085966,406.8485255,232.8302169,267.6916625
ENSG00000007908,0,1.913882927,1.097626065,0.876684228,0,0,0,0
ENSG00000007923,1408.135866,1396.656066,1381.362403,1320.286448,1164.033106,1149.168642,1095.49602,1002.443673
ENSG00000007933,3.293885067,2.87082439,2.19525213,1.315026342,2.522281921,3.568846715,8.955008342,3.360146391
ENSG00000007944,557.2155571,505.7435634,395.6941965,422.1234558,382.125711,367.5912116,516.405481,473.7806412
ENSG00000007952,19.7633104,16.26800488,28.53827769,18.41036879,11.35026864,0,14.9250139,11.20048797
ENSG00000007968,133.4023452,163.6369902,198.1215048,145.967924,74.40731666,96.3588613,107.4601001,135.5259045
ENSG00000008018,3275.219718,3756.952185,4984.868775,4060.363002,3156.635824,2972.849313,2665.607483,2447.306622
ENSG00000008056,6.038789289,1.435412195,2.19525213,2.630052684,51.70677937,24.981927,8.955008342,16.80073196
ENSG00000008083,1070.512647,1104.78892,745.2880982,741.2365149,427.5267855,449.6746861,408.9453809,352.8153711
ENSG00000008086,256.9230352,257.8957244,253.002808,203.3907409,2811.0832,2676.635036,1465.636365,1652.071976
ENSG00000008118,1.097961689,0.956941463,0.548813033,1.753368456,17.65597344,24.981927,17.91001668,22.40097594
ENSG00000008128,50.50623769,45.45471951,29.63590376,39.45079026,1.26114096,0,0,1.120048797
ENSG00000008130,1039.220739,1043.544666,1024.085119,898.6013338,211.8716813,249.81927,304.4702836,328.1742976
ENSG00000008196,0.548980844,0,0.548813033,0.876684228,0,0,2.985002781,1.120048797
ENSG00000008226,17.01840618,14.35412195,15.91557794,10.52021074,3.783422881,3.568846715,0,4.480195189
ENSG00000008256,677.4423621,706.7012707,1143.177547,975.3112038,195.4768488,167.7357956,220.8902058,248.650833
ENSG00000008277,387.0314953,410.0494171,630.5861744,571.1597746,494.3672564,467.5189196,513.4204783,476.0207388
ENSG00000008282,2984.808851,3182.787307,3660.034114,2600.683763,3189.425489,3233.375124,2229.797077,2339.781937
ENSG00000008283,2286.505217,2432.066729,2616.740539,2238.613176,1977.469026,1955.728,2459.642291,2327.4614
ENSG00000008294,1297.790716,1248.80861,1254.586592,1079.636627,2218.346949,1855.800292,1689.511574,1823.439442
ENSG00000008300,444.1255032,437.8007195,169.5832271,200.3223461,109.7192635,160.5981022,110.4451029,92.96405016
ENSG00000008311,813.0406306,824.8835415,1273.795049,1111.635601,1333.025995,1224.114423,1313.401223,1542.307194
ENSG00000008323,41.72254418,34.44989268,23.05014737,19.28705302,47.92335649,46.39500729,47.76004449,66.08287903
ENSG00000008324,203.1229124,214.3548878,194.2798135,206.0207936,107.1969816,110.6342482,113.4301057,114.2449773
ENSG00000008382,87.83693511,77.99072927,103.1768501,167.4466876,36.57308785,49.96385401,101.4900945,59.36258625
ENSG00000008394,4423.138664,4478.96452,9300.734463,9069.29834,7191.025755,6941.40686,5644.640258,6496.283023
ENSG00000008405,614.8585458,615.313361,380.8762446,362.0705862,887.843236,792.2839707,635.8055923,490.5813731
ENSG00000008438,0,0.956941463,3.292878195,1.315026342,2.522281921,7.13769343,8.955008342,3.360146391
ENSG00000008441,16093.37346,15420.63321,15009.48763,16757.38068,1987.558153,1862.937985,1620.85651,1789.837978
ENSG00000008513,17609.65855,16773.74844,15111.56685,15341.09731,4743.151152,4543.141868,2889.482692,2707.157943
ENSG00000008516,23.05719547,13.87565122,14.26913885,12.71192131,10.08912768,24.981927,14.9250139,23.52102474
ENSG00000008517,411.1866525,412.4417707,192.6333744,164.8166349,538.50719,642.3924087,549.2405116,543.2236666
ENSG00000008710,1321.945873,1098.090329,803.4622797,991.9682041,254.750474,321.1962043,322.3803003,304.6532728
ENSG00000008735,231.6699164,242.584661,212.3906436,370.3990864,29.00624209,10.70654014,11.94001112,10.08043917
ENSG00000008838,1211.600724,1322.493102,1059.757966,1192.29055,649.4875945,624.5481751,811.9207563,652.9884487
ENSG00000008853,219.0433569,213.3979463,252.453995,285.3607162,363.2085966,299.783124,492.5254588,486.101178
ENSG00000008869,1029.339083,1050.243256,1105.309448,1009.501889,1001.345922,1017.121314,967.1409009,882.5984521
ENSG00000008952,4302.362878,4268.437398,5146.768619,5075.124996,559.9465864,374.7289051,450.7354199,605.9463993
ENSG00000008988,4777.231308,4996.669851,5720.827051,6934.133902,2793.427227,2558.863094,2582.027405,2348.742328
ENSG00000009307,22685.53544,22407.74131,23366.26367,20759.44418,14924.34212,13086.9609,11086.30033,11805.31432
ENSG00000009335,3157.737817,3251.687093,3244.582648,2868.949136,4134.020068,3754.426744,3755.133498,3407.188441
ENSG00000009413,1102.902516,1214.358717,825.414801,683.3753558,1316.631163,1206.27019,1405.93631,1440.382753
ENSG00000009694,703.2444617,681.342322,256.8444992,245.0332418,22.70053728,32.11962043,2.985002781,17.92078075
ENSG00000009709,0,0,0,0.438342114,1.26114096,0,0,0
ENSG00000009724,118.5798624,111.0052098,99.88397192,95.55858086,92.0632901,78.51462772,98.50509176,109.7647821
ENSG00000009765,275.0394031,260.7665488,339.7152671,250.7316892,0,7.13769343,5.970005561,1.120048797
ENSG00000009780,299.7435411,272.2498463,331.4830717,299.826006,336.7246364,289.0765839,331.3353086,358.4156151
ENSG00000009790,9.8816552,10.5263561,3.841691228,7.013473825,8.827986722,10.70654014,2.985002781,5.600243986
ENSG00000009830,746.0649676,781.3427049,532.8974546,498.3949837,256.0116149,246.2504233,259.6952419,257.6112233
ENSG00000009844,2282.11337,2260.774207,2360.993666,1994.456619,3040.610855,3058.501635,2573.072397,2858.36453
ENSG00000009950,148.224828,114.3545049,147.0818927,145.5295819,40.35651073,49.96385401,74.62506952,68.32297663
ENSG00000009954,5532.62895,5563.179198,5001.333166,4378.161035,654.5321584,567.4466276,779.0857257,760.5131333
ENSG00000010017,2112.478289,1917.710693,1507.5894,1272.945499,860.0981349,799.4216641,716.4006673,825.4759635
ENSG00000010030,2.195923378,5.263178049,13.17151278,17.53368456,8.827986722,0,2.985002781,3.360146391
ENSG00000010072,381.5416869,417.7049488,427.5253524,378.2892444,394.7371206,374.7289051,385.0653587,451.3796652
ENSG00000010165,486.946009,545.9351049,778.2168802,831.5349904,1039.180151,1009.98362,1483.546382,1355.259045
ENSG00000010219,481.4562006,490.9109707,442.8921173,451.4923775,417.4376578,360.4535182,498.4954644,518.5825931
ENSG00000010244,4024.02959,4112.93441,4375.137496,4077.458345,4431.649334,4646.638423,4032.738757,4230.424307
ENSG00000010256,1732.034564,1715.796044,1580.032721,2183.820412,2557.593867,2394.696146,2740.232553,2473.067744
ENSG00000010270,911.3082018,877.0368512,1022.43868,980.132967,1116.10975,1106.342482,996.9909287,985.6429415
ENSG00000010278,23320.15729,19979.02387,16308.52808,19748.62726,3243.65455,2801.544671,1874.581746,2007.127444
ENSG00000010282,1.097961689,1.913882927,0.548813033,1.315026342,0,0,0,0
ENSG00000010292,1946.686074,1991.873656,2300.624232,1779.668983,4536.324034,4493.178014,4193.928907,4321.148259
ENSG00000010295,8.234712667,7.655531707,7.134569423,1.315026342,32.78966497,28.55077372,14.9250139,12.32053677
ENSG00000010310,1.097961689,0.956941463,0.548813033,1.753368456,18.9171144,28.55077372,5.970005561,16.80073196
ENSG00000010318,205.8678167,172.2494634,228.8550346,216.1026622,126.114096,146.3227153,152.2351418,175.8476612
ENSG00000010319,192.6922764,160.7661659,193.7310005,177.5285562,12.6114096,14.27538686,14.9250139,14.56063436
ENSG00000010322,2559.348697,2407.664722,2201.837887,2423.155206,892.8877999,913.624759,994.0059259,995.7233807
ENSG00000010327,8.783693511,5.741648781,2.744065163,3.506736912,7.566845762,7.13769343,5.970005561,10.08043917
ENSG00000010361,123.52069,111.4836805,66.95518997,96.43526509,64.31818897,17.84423357,62.68505839,64.96283023
ENSG00000010379,5.489808444,5.263178049,5.488130326,5.698447483,0,0,2.985002781,1.120048797
